series,rounds,window,n_years,n_round_targets,mean,within_sd,disagreement,total_sd,iqr,q95,threshold,probability_lower,probability_upper
ECB longer term,all (equal year weight),2015–19,5,20,1.6117317638198638,0.7971452679330724,0.303608759061996,0.8540776584559447,0.9956799119263596,2.9979362198350166,4.0,0.00482574664147815,0.00482574664147815
ECB longer term,all (equal year weight),2015–19,5,20,1.6117317638198638,0.7971452679330724,0.303608759061996,0.8540776584559447,0.9956799119263596,2.9979362198350166,5.0,0.0,0.00482574664147815
ECB longer term,all (equal year weight),2015–19,5,20,1.6117317638198638,0.7971452679330724,0.303608759061996,0.8540776584559447,0.9956799119263596,2.9979362198350166,10.0,0.0,0.00482574664147815
ECB longer term,all (equal year weight),2020–24,5,20,1.4810672986371503,0.9299779364576377,0.31151519286970814,0.9826859157343149,1.01505267525078,3.0126871402175697,3.0,0.04874213615757631,0.04874213615757631
ECB longer term,all (equal year weight),2020–24,5,20,1.4810672986371503,0.9299779364576377,0.31151519286970814,0.9826859157343149,1.01505267525078,3.0126871402175697,4.0,0.011579557495523944,0.011579557495523944
ECB longer term,all (equal year weight),2020–24,5,20,1.4810672986371503,0.9299779364576377,0.31151519286970814,0.9826859157343149,1.01505267525078,3.0126871402175697,5.0,0.0013217535351369852,0.011579557495523944
ECB longer term,all (equal year weight),2020–24,5,20,1.4810672986371503,0.9299779364576377,0.31151519286970814,0.9826859157343149,1.01505267525078,3.0126871402175697,10.0,0.000158040218378985,0.006613282055507995
ECB longer term,all (equal year weight),2025–26,2,7,1.358780549277549,0.8879984301539076,0.24396419049932724,0.9211497423811028,0.9645758174440167,2.918929938436216,3.0,0.043419421957919035,0.043419421957919035
ECB longer term,all (equal year weight),2025–26,2,7,1.358780549277549,0.8879984301539076,0.24396419049932724,0.9211497423811028,0.9645758174440167,2.918929938436216,4.0,0.011713983539667249,0.011713983539667249
ECB longer term,all (equal year weight),2025–26,2,7,1.358780549277549,0.8879984301539076,0.24396419049932724,0.9211497423811028,0.9645758174440167,2.918929938436216,5.0,0.0,0.011713983539667249
ECB longer term,all (equal year weight),2025–26,2,7,1.358780549277549,0.8879984301539076,0.24396419049932724,0.9211497423811028,0.9645758174440167,2.918929938436216,10.0,0.0,0.011713983539667249
ECB longer term,all (equal year weight),2010–19,10,40,1.6932581641500675,0.786401516932392,0.28961048773776155,0.8389455360318987,1.0019199750824896,3.0729440962024994,3.0,0.05565550887263991,0.05565550887263991
ECB longer term,all (equal year weight),2010–19,10,40,1.6932581641500675,0.786401516932392,0.28961048773776155,0.8389455360318987,1.0019199750824896,3.0729440962024994,4.0,0.004828925985945644,0.004828925985945644
ECB longer term,all (equal year weight),2010–19,10,40,1.6932581641500675,0.786401516932392,0.28961048773776155,0.8389455360318987,1.0019199750824896,3.0729440962024994,5.0,0.0,0.004828925985945644
ECB longer term,all (equal year weight),2010–19,10,40,1.6932581641500675,0.786401516932392,0.28961048773776155,0.8389455360318987,1.0019199750824896,3.0729440962024994,10.0,0.0,0.004828925985945644
ECB longer term,all (equal year weight),2023–26,4,15,1.4006164243724326,0.8931610147382271,0.25485002640366844,0.9296987807535102,0.9867617767759623,2.9569903361127974,3.0,0.04569401377295888,0.04569401377295888
ECB longer term,all (equal year weight),2023–26,4,15,1.4006164243724326,0.8931610147382271,0.25485002640366844,0.9296987807535102,0.9867617767759623,2.9569903361127974,4.0,0.012015861812039275,0.012015861812039275
ECB longer term,all (equal year weight),2023–26,4,15,1.4006164243724326,0.8931610147382271,0.25485002640366844,0.9296987807535102,0.9867617767759623,2.9569903361127974,5.0,0.0,0.012015861812039275
ECB longer term,all (equal year weight),2023–26,4,15,1.4006164243724326,0.8931610147382271,0.25485002640366844,0.9296987807535102,0.9867617767759623,2.9569903361127974,10.0,0.0,0.012015861812039275
